Cell	annotation	x.loc	y.loc
Cell54	CellType1	0.522631750209257	0.8926441587973386
Cell55	CellType1	0.43032497144304216	0.20487790904007852
Cell56	CellType1	0.6227167337201536	0.8029980927240103
Cell57	CellType2	0.7355054740328342	0.6985380139667541
Cell58	CellType1	0.2865185490809381	0.47945644007995725
Cell59	CellType2	0.6250372533686459	0.7718270926270634
Cell60	CellType2	0.5762865007854998	0.14422850776463747
Cell61	CellType1	0.600385227939114	0.5383328075986356
Cell62	CellType1	0.8684071716852486	0.9100658921524882
Cell63	CellType2	0.6964194397442043	0.7623290631454438
Cell64	CellType1	0.5699460243340582	0.11987050529569387
Cell65	CellType1	0.49227086012251675	0.6373959232587367
Cell66	CellType1	0.9660235161427408	0.9725028723478317
Cell67	CellType1	0.463525420287624	0.8022875376045704
Cell68	CellType1	0.6344337440095842	0.6045861509628594
Cell69	CellType2	0.24407953536137938	0.6277176537550986
Cell70	CellType2	0.26692532701417804	0.7659625359810889
Cell71	CellType2	0.9927343612071127	0.3089044480584562
Cell72	CellType1	0.7335647190921009	0.8364959906321019
Cell73	CellType2	0.4976724765729159	0.8229894107207656
Cell74	CellType2	0.6073856768198311	0.3175757918506861
Cell75	CellType2	0.4786810101941228	0.6659339230973274
Cell76	CellType2	0.356650902191177	0.991075913188979
Cell77	CellType2	0.9328231317922473	0.0712522566318512
Cell78	CellType2	0.48520756512880325	0.2145683979615569
Cell79	CellType2	0.9552876090165228	0.6808130119461566
Cell80	CellType2	0.6230539055541158	0.6309631436597556
Cell81	CellType2	0.6883164932951331	0.0878757475875318
Cell82	CellType2	0.6806483373511583	0.5751814497634768
Cell83	CellType1	0.5127649249043316	0.6610074646305293
Cell84	CellType2	0.2770814225077629	0.3758263133931905
Cell85	CellType1	0.9838640314992517	0.9102835280355066
Cell86	CellType2	0.2703286388423294	0.8046453651040792
Cell87	CellType2	0.36915201460942626	0.3353769974783063
Cell88	CellType2	0.03675392363220453	0.030931491404771805
Cell89	CellType1	0.8930278890766203	0.7780879980418831
Cell90	CellType1	0.7147311118897051	0.9781792610883713
Cell91	CellType2	0.04610847542062402	0.46651168051175773
Cell92	CellType2	0.017414040630683303	0.8879912616685033
Cell93	CellType1	0.467553882393986	0.28258830145932734
Cell94	CellType1	0.1604992935899645	0.37606263696216047
Cell95	CellType2	0.5941480870824307	0.35691481083631516
Cell96	CellType2	0.07550772605463862	0.8808710779994726
Cell97	CellType1	0.2142552735749632	0.11368494713678956
Cell98	CellType2	0.2621760000474751	0.6599421426653862
Cell99	CellType1	0.5847034687176347	0.0332269798964262
Cell100	CellType2	0.6142526634503156	0.27830261504277587
Cell101	CellType2	0.7467493950389326	0.3984359095338732
Cell102	CellType2	0.8115076972171664	0.2669998942874372
Cell103	CellType2	0.08871194953098893	0.5563493310473859
Cell104	CellType1	0.05808009393513203	0.5775860231369734
Cell105	CellType2	0.9827086818404496	0.012570924824103713
Cell106	CellType1	0.010993865318596363	0.20564391347579658
Cell107	CellType1	0.049789657816290855	0.5647742473520339
Cell108	CellType1	0.980678073130548	0.6366897174157202
Cell109	CellType2	7.121036760509014e-4	0.6691903786268085
Cell110	CellType1	0.007906673476099968	0.28856714232824743
Cell111	CellType2	0.3289275416173041	0.15066441940143704
Cell112	CellType1	0.6016956646926701	0.13954817410558462
Cell113	CellType2	0.5684153458569199	0.9652667604386806
Cell114	CellType1	0.22496561193838716	0.7284901128150523
Cell115	CellType1	0.10091465036384761	0.12338401074521244
Cell116	CellType2	0.026062609627842903	0.11279920861124992
Cell117	CellType1	0.679412507917732	0.5511401416733861
Cell118	CellType2	0.5770021153148264	0.8891101868357509
Cell119	CellType1	0.48845805949531496	0.17625260981731117
Cell120	CellType2	0.6101332169491798	0.9406063521746546
Cell121	CellType2	0.3615366406738758	0.20371134649030864
Cell122	CellType2	0.2755806266795844	0.28343780990689993
Cell123	CellType1	0.032904885709285736	0.11828430439345539
Cell124	CellType2	0.9089778903871775	0.16696235537528992
Cell125	CellType1	0.19062189408577979	0.10443058889359236
Cell126	CellType1	0.9682794397231191	0.5808427147567272
Cell127	CellType1	0.8846814527641982	0.049334499053657055
Cell128	CellType1	0.5088899033144116	0.16865069954656065
Cell129	CellType1	0.30882124695926905	0.22315438906662166
Cell130	CellType2	0.9697009092196822	0.309142880840227
Cell131	CellType1	0.8053372739814222	0.06622591381892562
Cell132	CellType1	0.42168941744603217	0.27185557689517736
Cell133	CellType1	0.11600775248371065	0.9103676853701472
Cell134	CellType1	0.2017757873982191	0.6438918714411557
Cell135	CellType1	0.23553582350723445	0.9109813841059804
Cell136	CellType1	0.8889637743122876	0.9447586766909808
Cell137	CellType1	0.5434391885064542	0.15570451086387038
Cell138	CellType2	0.014332823222503066	0.5865792923141271
Cell139	CellType2	0.4420347698032856	0.017231451347470284
Cell140	CellType2	0.2535615211818367	0.3382140244357288
Cell141	CellType2	0.5778151247650385	0.496729341102764
Cell142	CellType1	0.20177087420597672	0.5779326187912375
Cell143	CellType1	0.9566659156698734	0.7688156415242702
Cell144	CellType1	0.0462822699919343	0.12555324123241007
Cell145	CellType2	0.831505763111636	0.08244266896508634
Cell146	CellType2	0.38934143958613276	0.720424102852121
Cell147	CellType2	0.4434538057539612	0.4204377920832485
Cell148	CellType2	0.7662793537601829	0.7164570807944983
Cell149	CellType1	0.5538405366241932	0.7019330547191203
Cell150	CellType1	0.26257083122618496	0.4836412272416055
Cell151	CellType2	0.004764230223372579	0.38589799241162837
Cell152	CellType1	0.2431823939550668	0.4607336292974651
Cell153	CellType1	0.5204932768829167	0.037639415357261896
Cell154	CellType1	0.020122656133025885	0.8467741797212511
Cell155	CellType1	0.6734303457196802	0.4351541923824698
Cell156	CellType2	0.3990643173456192	0.6625483732204884
Cell157	CellType1	0.315782914403826	0.23990321508608758
Cell158	CellType1	0.8000273571815342	0.8051894134841859
Cell159	CellType2	0.6568673732690513	0.5700777603778988
Cell160	CellType2	0.983977090800181	0.6385416632983834
Cell161	CellType1	0.23340620659291744	0.7471276901196688
Cell162	CellType1	0.662854908965528	0.45229696528986096
Cell163	CellType2	0.44338921923190355	0.9099231779109687
Cell164	CellType2	0.7590184158179909	0.9632261926308274
Cell165	CellType1	0.7539240038022399	0.6896883088629693
Cell166	CellType2	0.13823067001067102	0.3900546906515956
Cell167	CellType2	0.24107552017085254	0.293688673293218
Cell168	CellType1	0.03211930627003312	0.7278337294701487
Cell169	CellType2	0.4021169114857912	0.25006139907054603
Cell170	CellType2	0.7180894298944622	0.983668512897566
Cell171	CellType1	0.22517675859853625	0.2882170327939093
Cell172	CellType1	0.7061092425137758	0.1075828792527318
Cell173	CellType1	0.2707039366941899	0.44521462568081915
Cell174	CellType1	0.40168303973041475	0.8272949403617531
Cell175	CellType1	0.8104919255711138	0.636039100587368
Cell176	CellType1	0.3903582338243723	0.33182071684859693
Cell177	CellType2	0.06763482443057	0.468000988708809
Cell178	CellType1	0.9346611972432584	0.1794249031227082
Cell179	CellType1	0.3981110379099846	0.7521075352560729
Cell180	CellType2	0.9290719565469772	0.5600536323618144
Cell181	CellType1	0.7613978693261743	0.8261411229614168
Cell182	CellType1	0.6032106033526361	0.9813270799349993
Cell183	CellType2	0.7874984280206263	0.8717413439881057
Cell184	CellType1	0.5903161843307316	0.10374932014383376
Cell185	CellType2	0.9441332351416349	0.44741246197372675
Cell186	CellType1	0.3568098640535027	0.11242524837143719
Cell187	CellType1	0.9105380428954959	0.00499846669845283
Cell188	CellType2	0.23542096326127648	0.9291204572655261
Cell189	CellType1	0.9185310830362141	0.7642235022503883
Cell190	CellType1	0.7884248145855963	0.5387149234302342
Cell191	CellType2	0.3494447434786707	0.2415149211883545
Cell192	CellType1	0.31521157547831535	0.5177387036383152
Cell193	CellType2	0.3365312274545431	0.9500584315974265
Cell194	CellType2	0.7103512561880052	0.6611091883387417
Cell195	CellType2	0.8417694019153714	0.37001559091731906
Cell196	CellType1	0.768158171325922	0.19547559903003275
Cell197	CellType1	0.7340577214490622	0.7801452043931931
Cell198	CellType1	0.1946857157163322	0.7311882628127933
Cell199	CellType2	0.45090061891824007	0.47624281444586813
Cell200	CellType2	0.1553875778336078	0.23399716685526073
Cell201	CellType1	0.7609366064425558	0.7534513450227678
Cell202	CellType1	0.19154849229380488	0.006576491519808769
Cell203	CellType1	0.3096058445516974	0.8864619338419288
Cell204	CellType2	0.0018519663717597723	0.7003309591673315
Cell205	CellType1	0.7353670441079885	0.8894099828321487
Cell206	CellType1	0.22082598926499486	0.8698264218401164
Cell207	CellType1	0.8810842307284474	0.25011891429312527
Cell208	CellType2	0.8495882279239595	0.9927681400440633
Cell209	CellType2	0.7866016584448516	0.5933521990664303
Cell210	CellType2	0.20321722910739481	0.9804299604147673
Cell211	CellType1	0.1433734737802297	0.2437397229950875
Cell212	CellType1	0.08905910584144294	0.8885653004981577
Cell213	CellType2	0.2948284319136292	0.053198297740891576
Cell214	CellType2	0.5786096330266446	0.49042232730425894
Cell215	CellType2	0.8639536499977112	0.6394162785727531
Cell216	CellType1	0.8252750616520643	0.46201838948763907
Cell217	CellType2	0.3311148069333285	0.5806535664014518
Cell218	CellType1	0.4970594027545303	0.04758807388134301
Cell219	CellType1	0.31496079126372933	0.06389019452035427
Cell220	CellType1	0.4457961341831833	0.048036897322162986
Cell221	CellType1	0.6072913133539259	0.28511221148073673
Cell222	CellType1	0.7631241155322641	0.2606901368126273
Cell223	CellType1	0.3189832002390176	0.3341164451558143
Cell224	CellType1	0.02143601863645017	0.27545436285436153
Cell225	CellType1	0.4595173364505172	0.4804938770830631
Cell226	CellType1	0.694900626083836	0.453183677745983
Cell227	CellType2	0.43589943065308034	0.5067292205058038
Cell228	CellType2	0.41982430196367204	0.48517138767056167
Cell229	CellType2	0.661446932470426	0.17054117168299854
Cell230	CellType1	0.3794214737135917	0.563015254214406
Cell231	CellType2	0.3738847831264138	0.30719251022674143
Cell232	CellType2	0.021617707097902894	0.47070624120533466
Cell233	CellType2	0.345125270774588	0.10157236037775874
Cell234	CellType1	0.2648619511164725	0.7758684770669788
Cell235	CellType2	0.6762788775376976	0.34641833300702274
Cell236	CellType2	0.054659059969708323	0.7760726320557296
Cell237	CellType1	0.22336798580363393	0.3854897024575621
Cell238	CellType2	0.3388152942061424	0.4473608878906816
Cell239	CellType2	0.5169549779966474	0.21030990895815194
Cell240	CellType2	0.6636344245634973	0.40957411215640604
Cell241	CellType1	0.5576198226772249	0.8852563460823148
Cell242	CellType1	0.21702071093022823	0.15662777912802994
Cell243	CellType2	0.73156554158777	0.12449872819706798
Cell244	CellType2	0.19814913626760244	0.88259098213166
Cell245	CellType2	0.03565009497106075	0.3378563723526895
Cell246	CellType1	0.4750208486802876	0.48500811285339296
Cell247	CellType2	0.12840887857601047	0.6388991533312947
Cell248	CellType1	0.9712644221726805	0.05765987606719136
Cell249	CellType1	0.8991600356530398	0.9928145979065448
Cell250	CellType1	0.40625900495797396	0.07685653702355921
Cell251	CellType2	0.4538549033459276	0.8405297342687845
Cell252	CellType2	0.383089167997241	0.2529070589225739
Cell253	CellType1	0.03540359390899539	0.3215086841955781
Cell254	CellType2	0.37183274631388485	0.9221485322341323
Cell255	CellType1	0.8871697140857577	0.4978168047964573
Cell256	CellType2	0.18452565767802298	0.006230500061064959
Cell257	CellType1	0.9653051919303834	0.9150466492865235
Cell258	CellType1	0.24935453501529992	0.6238148557022214
Cell259	CellType2	0.2711888453923166	0.522722267312929
Cell260	CellType2	0.281923440285027	0.4960178679320961
Cell261	CellType2	0.6308374421205372	0.023583078058436513
Cell262	CellType1	0.9855473539792001	0.792055717902258
Cell263	CellType1	0.33341548941098154	0.18705060239881277
Cell264	CellType1	0.5930939924437553	0.8204287593252957
Cell265	CellType1	0.9933222210966051	0.049078142968937755
Cell266	CellType1	0.7560477030929178	0.6555706826038659
Cell267	CellType2	0.4960173999425024	0.14744115178473294
Cell268	CellType2	0.5637939798180014	0.35868558706715703
Cell269	CellType1	0.8093060671817511	0.6723252930678427
Cell270	CellType2	0.41599236289039254	0.5272987603675574
Cell271	CellType2	0.54181671096012	0.5484033380635083
Cell272	CellType1	0.549748154822737	0.2199061766732484
Cell273	CellType1	0.9860344266053289	0.4492456510197371
Cell274	CellType1	0.9990544561296701	0.2589221326634288
Cell275	CellType1	0.8313247107435018	0.5588092585094273
Cell276	CellType1	0.8059969660826027	0.024390420643612742
Cell277	CellType1	0.6645105392672122	0.004487220197916031
Cell278	CellType1	0.4023888686206192	0.37036973610520363
Cell279	CellType2	0.9197081103920937	0.12846405850723386
Cell280	CellType2	0.1166382438968867	0.8705143183469772
Cell281	CellType1	0.8675813479349017	0.8938816138543189
Cell282	CellType2	0.8270287313498557	0.3800315393600613
Cell283	CellType1	0.38291497831232846	0.16369286319240928
Cell284	CellType1	0.5087903784587979	0.9909279304556549
Cell285	CellType2	0.5566142988391221	0.25916330283507705
Cell286	CellType2	0.6051793717779219	0.7037139986641705
Cell287	CellType1	0.2110703659709543	0.36819761828519404
Cell288	CellType1	0.23284383793361485	0.4127225761767477
Cell289	CellType2	0.5048977821134031	0.4968323626089841
Cell290	CellType1	0.035481271566823125	0.2559983239043504
Cell291	CellType2	0.7590214116498828	0.9719893711153418
Cell292	CellType1	0.6647167361807078	0.31451567611657083
Cell293	CellType1	0.5502777597866952	0.09983743890188634
Cell294	CellType2	0.08068684162572026	0.9079716331325471
Cell295	CellType2	0.7366560788359493	0.5366666023619473
Cell296	CellType2	0.7263894216157496	0.4935335635673255
Cell297	CellType1	0.5726876477710903	0.7645627139136195
Cell298	CellType1	0.006619117455556989	0.10538246459327638
Cell299	CellType1	0.1641105329617858	0.42496751877479255
Cell300	CellType2	0.30283618066459894	0.4004088710062206
Cell301	CellType1	0.997444341192022	0.319649460259825
Cell302	CellType2	0.3082536009605974	0.43283537961542606
Cell303	CellType2	0.015541515778750181	0.4131183789577335
Cell304	CellType2	0.41330970567651093	0.40654440550133586
Cell305	CellType1	0.2340771104209125	0.013852791162207723
Cell306	CellType1	0.9472004610579461	0.43198695592582226
Cell307	CellType2	0.6924214335158467	0.8077770688105375
Cell308	CellType2	0.8840271027293056	0.16411649016663432
Cell309	CellType1	0.9395627335179597	0.016930388286709785
Cell310	CellType1	0.35961035662330687	0.6588392178528011
Cell311	CellType1	0.15928359399549663	0.5175990993157029
Cell312	CellType2	0.47381484718061984	0.1058060429058969
Cell313	CellType1	0.7114183881785721	0.1653952174820006
Cell314	CellType1	0.43154453160241246	0.25299919000826776
Cell315	CellType1	0.03591066203080118	0.9704199493862689
Cell316	CellType1	0.9611344151198864	0.3468058311846107
Cell317	CellType2	0.7962897999677807	0.6849839719943702
Cell318	CellType1	0.8125817535910755	0.03187144291587174
Cell319	CellType2	0.06227777595631778	0.48808619915507734
Cell320	CellType2	0.9420722944196314	0.33586581284180284
Cell321	CellType2	0.05899979476816952	0.6636915020644665
Cell322	CellType2	0.8488661204464734	0.7993143191561103
Cell323	CellType1	0.4282436913345009	0.4553646510466933
Cell324	CellType1	0.7262921107467264	0.3448097510263324
Cell325	CellType1	0.7349006629083306	0.4876124628353864
Cell326	CellType1	0.40175405400805175	0.5725773565936834
Cell327	CellType1	0.6050119637511671	0.303635033313185
Cell328	CellType2	0.9703505055513233	0.010073014535009861
Cell329	CellType1	0.07588702859357	0.1825169122312218
Cell330	CellType2	0.6481265928596258	0.11988697038032115
Cell331	CellType2	0.7979640737175941	0.19051500922068954
Cell332	CellType1	0.2111466028727591	0.5664895654190332
Cell333	CellType2	0.511609209002927	0.18612423492595553
Cell334	CellType1	0.9096218352206051	0.5495502506382763
Cell335	CellType1	0.7584856078028679	0.4412265131250024
Cell336	CellType1	0.400024808710441	0.3054099269211292
Cell337	CellType2	0.8818033956922591	0.24345720908604562
Cell338	CellType2	0.10975860827602446	0.9470884564798325
Cell339	CellType1	0.1081706415861845	0.15104391588829458
Cell340	CellType1	0.03224372351542115	0.7248061755672097
Cell341	CellType1	0.6841388316825032	0.5282300177495927
Cell342	CellType1	0.11168694123625755	0.711933272657916
Cell343	CellType1	0.7678935958538204	0.03336009290069342
Cell344	CellType2	0.8958391835913062	0.8659886759705842
Cell345	CellType2	0.9710357843432575	0.8584306051488966
Cell346	CellType1	0.6900094524025917	0.3528691600076854
Cell347	CellType2	0.37734702695161104	0.36386440601199865
Cell348	CellType1	0.5864432493690401	0.5943194623105228
Cell349	CellType2	0.19360102526843548	0.18939488218165934
Cell350	CellType1	0.6891945041716099	0.14902308699674904
Cell351	CellType1	0.8684761566109955	0.4258444947190583
Cell352	CellType2	0.8656737019773573	0.6421621101908386
Cell353	CellType2	0.44982136646285653	0.8566476358100772
Cell354	CellType2	0.1405927212908864	0.5423797741532326
Cell355	CellType1	0.15687998989596963	0.6753924356307834
Cell356	CellType1	0.20865153591148555	0.38067450909875333
Cell357	CellType1	0.6435122943948954	0.31682769977487624
Cell358	CellType2	0.7568363985046744	0.18819974549114704
Cell359	CellType1	0.7286672238260508	0.021206940058618784
Cell360	CellType1	0.5589533417951316	0.8010289291851223
Cell361	CellType1	0.002994745271280408	0.07159107527695596
Cell362	CellType1	0.6555136488750577	0.10836487426422536
Cell363	CellType1	0.8323941393755376	0.5061605519149452
Cell364	CellType1	0.27382353134453297	0.4037374905310571
Cell365	CellType1	0.21538582746870816	0.4435311264824122
Cell366	CellType2	0.3041520523838699	0.07446089037694037
Cell367	CellType1	0.1984597835689783	0.24181651626713574
Cell368	CellType1	0.3685779422521591	0.48765317420475185
Cell369	CellType2	0.997744734864682	0.3578176663722843
Cell370	CellType2	0.21971861110068858	0.7865546429529786
Cell371	CellType1	0.22141270712018013	0.0904764891602099
Cell372	CellType1	0.3205700002145022	0.8796826517209411
Cell373	CellType2	0.01156360050663352	0.03245310788042843
Cell374	CellType2	0.23558684950694442	0.8936794123146683
Cell375	CellType1	0.9102528488729149	0.3422027174383402
Cell376	CellType2	0.7229939298704267	0.18571611330844462
Cell377	CellType2	0.6454597911797464	0.12029180023819208
Cell378	CellType2	0.02891753613948822	0.5607919385656714
Cell379	CellType1	0.43074741680175066	0.6065986624453217
Cell380	CellType2	0.5216644750908017	0.9531024815514684
Cell381	CellType1	0.22109683556482196	0.4359771937597543
Cell382	CellType2	0.9219229845330119	0.8577739661559463
Cell383	CellType2	0.8640957756433636	0.9343559222761542
Cell384	CellType2	0.9794466877356172	0.8565303056966513
Cell385	CellType1	0.696770615875721	0.43720406387001276
Cell386	CellType2	0.9616920370608568	0.7582340238150209
Cell387	CellType1	0.3864676118828356	0.5833898016717285
Cell388	CellType1	0.7728402148932219	0.8777709642890841
Cell389	CellType1	0.9581080214120448	0.4942146099638194
Cell390	CellType2	0.633220229530707	0.3385673852171749
Cell391	CellType1	0.7708813641220331	0.16051265131682158
Cell392	CellType1	0.8228686873335391	0.7557029651943594
Cell393	CellType1	0.4791088483761996	0.9467029087245464
Cell394	CellType2	0.7212382524739951	0.7650124141946435
Cell395	CellType1	0.7986366038676351	0.700943231349811
Cell396	CellType1	0.6518372292630374	0.4523121411912143
Cell397	CellType2	0.09779123263433576	0.851736007258296
Cell398	CellType1	0.4299316401593387	0.9000615256372839
Cell399	CellType2	0.7744225389324129	0.5658836341463029
Cell400	CellType1	0.3856393522582948	0.6564148641191423
Cell401	CellType2	0.017409504391252995	0.8217859335709363
Cell402	CellType2	0.007906380807980895	0.13774999883025885
Cell403	CellType1	0.06636512535624206	0.14156466908752918
Cell404	CellType1	0.7639603207353503	0.4591023330576718
Cell405	CellType1	0.6929441373795271	0.9827427563723177
Cell406	CellType2	0.29211774258874357	0.12201200262643397
Cell407	CellType1	0.15006750263273716	0.38369380543008447
Cell408	CellType2	0.03931664442643523	0.3255247878842056
Cell409	CellType1	0.8808892627712339	0.6931547711137682
Cell410	CellType2	0.13188159000128508	0.3964186063967645
Cell411	CellType1	0.6019908364396542	0.7504287336487323
Cell412	CellType2	0.22645165515132248	0.2663876651786268
Cell413	CellType2	0.5648353472352028	0.6441401988267899
Cell414	CellType1	0.46017408487387	0.9630895501468331
Cell415	CellType1	0.48610801133327186	0.022331386571750045
Cell416	CellType1	0.7159525095485151	0.5741174230352044
Cell417	CellType1	0.37428412726148963	0.5176223907619715
Cell418	CellType2	0.9791650041006505	0.09178448980674148
Cell419	CellType1	0.3084354449529201	0.09990685200318694
Cell420	CellType2	0.10001341602765024	0.8155057150870562
Cell421	CellType2	0.1938702946063131	0.8139490785542876
Cell422	CellType1	0.9197773737832904	0.6994445824529976
Cell423	CellType2	0.03323491849005222	0.4750563718844205
Cell424	CellType1	0.3576545538380742	0.8320625892374665
Cell425	CellType1	0.5118602139409631	0.22612472157925367
Cell426	CellType1	0.9830961094703525	0.49861345370300114
Cell427	CellType2	0.296397011494264	0.6526244562119246
Cell428	CellType1	0.8950696501415223	0.5731664220802486
Cell429	CellType1	0.6400493013206869	0.9690950312651694
Cell430	CellType1	0.1409299522638321	0.8656129252631217
Cell431	CellType1	0.8889720034785569	0.17765356716699898
Cell432	CellType1	0.21515777916647494	0.4552282406948507
Cell433	CellType2	0.26374909677542746	0.8834731166716665
Cell434	CellType1	0.5471220028121024	0.6148379689548165
Cell435	CellType2	0.9793752203695476	0.6754220428410918
Cell436	CellType2	0.2993979270104319	0.3747683938127011
Cell437	CellType1	0.9939341938588768	0.37390939169563353
Cell438	CellType1	0.3337767366319895	0.813238971401006
Cell439	CellType1	0.9412726620212197	0.9185856434050947
Cell440	CellType1	0.06746728485450149	0.5040118221659213
Cell441	CellType2	0.39137145271524787	0.6864772918634117
Cell442	CellType1	0.9567870523314923	0.6510320578236133
Cell443	CellType2	0.6229253010824323	0.6949028153903782
Cell444	CellType2	0.8943069174420089	0.24858909961767495
Cell445	CellType2	0.9849155906122178	0.012623101938515902
Cell446	CellType2	0.6811250245664269	0.7514586457982659
Cell447	CellType2	0.8649799507111311	0.8512248196639121
Cell448	CellType2	0.422047610161826	0.9978226709645241
Cell449	CellType1	0.30911517865024507	0.026847037952393293
Cell450	CellType2	0.5616243495605886	0.3286277358420193
Cell451	CellType2	0.8146618606988341	0.938582717673853
Cell452	CellType2	0.5316804929170758	0.8379075727425516
Cell453	CellType2	0.520414604106918	0.0035281775053590536
Cell454	CellType1	0.3032036437653005	0.9333772307727486
Cell455	CellType2	0.41274762246757746	0.8497287833597511
Cell456	CellType2	0.6673977200407535	0.7585277315229177
Cell457	CellType1	0.10132274357602	0.05229089595377445
Cell458	CellType1	0.7141411332413554	0.7205134404357523
Cell459	CellType1	0.7173967191483825	0.12247215560637414
Cell460	CellType2	0.1751450092997402	0.5237752133980393
Cell461	CellType2	0.16342394705861807	0.8758474476635456
Cell462	CellType2	0.5122106180060655	0.6060207532718778
Cell463	CellType1	0.8068724342156202	0.9107177413534373
Cell464	CellType1	0.5203294083476067	0.4240553108975291
Cell465	CellType2	0.6955785995814949	0.4788121560122818
Cell466	CellType2	0.7693867958150804	0.4983856896869838
Cell467	CellType2	0.4489495970774442	0.304971962235868
Cell468	CellType1	0.5944341036956757	0.2767539422493428
Cell469	CellType1	0.21845199703238904	0.6877920594997704
Cell470	CellType2	0.9817076963372529	0.5471658641472459
Cell471	CellType1	0.12471650820225477	0.392358407843858
Cell472	CellType1	0.03583793668076396	0.4411099043209106
Cell473	CellType2	0.6590919378213584	0.7716927751898766
Cell474	CellType1	0.6721066709142178	0.11066357744857669
Cell475	CellType2	0.07982919528149068	0.24323991546407342
Cell476	CellType2	0.21590598369948566	0.9680785462260246
Cell477	CellType1	0.6302089728415012	0.0994759255554527
Cell478	CellType2	0.5639253188855946	0.2842547984328121
Cell479	CellType2	0.27499769325368106	0.11894413735717535
Cell480	CellType2	0.5047927617561072	0.13752971962094307
Cell481	CellType1	0.1659399699419737	0.7354202955029905
Cell482	CellType1	0.5239378099795431	0.16767946840263903
Cell483	CellType1	0.6058345860801637	0.5310647902078927
Cell484	CellType1	0.2897128793410957	0.38178498507477343
Cell485	CellType1	0.6280751673039049	0.3150344421155751
Cell486	CellType2	0.73364406847395	0.6051480174064636
Cell487	CellType2	0.5358572218101472	0.4383753843139857
Cell488	CellType2	0.32967219315469265	0.06512779160402715
Cell489	CellType2	0.5595658242236823	0.5396730224601924
Cell490	CellType2	0.5051674111746252	0.2822160597424954
Cell491	CellType1	0.3780454194638878	0.5467256773263216
Cell492	CellType2	0.2451775458175689	0.2735406453721225
Cell493	CellType2	0.09662583144381642	0.35111868917010725
Cell494	CellType1	0.9973253244534135	0.42838240787386894
Cell495	CellType1	0.13541353889741004	0.03507516789250076
Cell496	CellType2	0.8984865199308842	0.006126828957349062
Cell497	CellType2	0.8781569181010127	0.03584629390388727
Cell498	CellType1	0.5170811144635081	0.4998448407277465
Cell499	CellType2	0.38995394948869944	0.5291732253972441
Cell500	CellType2	0.4650499145500362	0.3714370266534388
