Cell	annotation	x.loc	y.loc	region
Cell54	CellType2	0.22838979703374207	0.3903369528707117	1
Cell55	CellType1	0.4606185406446457	0.28731481451541185	1
Cell56	CellType1	0.08803820470348	0.26662288745865226	1
Cell57	CellType2	0.3276750757358968	0.7178306132555008	1
Cell58	CellType1	0.1971633720677346	0.3697990144137293	1
Cell59	CellType1	0.015468626283109188	0.8418053311761469	1
Cell60	CellType1	0.04199642641469836	0.9263062702957541	1
Cell61	CellType1	0.08655679947696626	0.7368538591545075	1
Cell62	CellType1	0.15400330838747323	0.4531948564108461	1
Cell63	CellType2	0.30365847516804934	0.09728093887679279	1
Cell64	CellType1	0.20888465433381498	0.3247494383249432	1
Cell65	CellType2	0.3122452958486974	0.9349226811900735	1
Cell66	CellType1	0.23870414425618947	0.2804142851382494	1
Cell67	CellType1	0.04276636755093932	0.19841345795430243	1
Cell68	CellType1	0.13797580543905497	0.5904074828140438	1
Cell69	CellType1	0.24055773043073714	0.6430573919788003	1
Cell70	CellType1	0.1810372502077371	0.3770698010921478	1
Cell71	CellType1	0.006677368190139532	0.36206227261573076	1
Cell72	CellType1	0.003324434394016862	0.4021920715458691	1
Cell73	CellType1	0.35554658668115735	0.8792212943080813	1
Cell74	CellType1	0.3988758691120893	0.01916591264307499	1
Cell75	CellType2	0.15764032653532922	0.6831040498800576	1
Cell76	CellType2	0.17505771364085376	0.28416407480835915	1
Cell77	CellType1	0.3309192715678364	0.5788662289269269	1
Cell78	CellType1	0.42815633839927614	0.7555026831105351	1
Cell79	CellType2	0.013707524631172419	0.013319914229214191	1
Cell80	CellType1	0.21664241305552423	0.653495587175712	1
Cell81	CellType2	0.3641622483264655	0.4610967277549207	1
Cell82	CellType1	0.4864434818737209	0.9019953107926995	1
Cell83	CellType1	0.17015259410254657	0.3520071164239198	1
Cell84	CellType1	0.28501602984033525	0.9696170871611685	1
Cell85	CellType1	0.3350327191874385	0.9390389770269394	1
Cell86	CellType1	0.16835732222534716	0.6389104812406003	1
Cell87	CellType1	0.21861748630180955	0.6505172818433493	1
Cell88	CellType2	0.051028236746788025	0.5674511203542352	1
Cell89	CellType2	0.2542354632169008	0.9207229332532734	1
Cell90	CellType1	0.024596044095233083	0.9472639027517289	1
Cell91	CellType1	0.41733666812069714	0.6613953155465424	1
Cell92	CellType1	0.059180625481531024	0.19080367241986096	1
Cell93	CellType1	0.1265138229355216	0.40107320970855653	1
Cell94	CellType2	0.23496388597413898	0.062038521748036146	1
Cell95	CellType1	0.2601452530361712	0.7474629106000066	1
Cell96	CellType1	0.0095354113727808	0.04051523469388485	1
Cell97	CellType1	0.4374531926587224	0.5096676927059889	1
Cell98	CellType1	0.33675648202188313	0.4367891871370375	1
Cell99	CellType2	0.07341070217080414	0.0030569068621844053	1
Cell100	CellType1	0.36497512995265424	0.8951714185532182	1
Cell101	CellType1	0.05402823002077639	0.2576455222442746	1
Cell102	CellType1	0.13959180028177798	0.54909364040941	1
Cell103	CellType1	0.005487441783770919	0.7794124206993729	1
Cell104	CellType1	0.3912605564109981	0.8845612574368715	1
Cell105	CellType1	0.4798943174537271	0.2010878948494792	1
Cell106	CellType1	0.4228116103913635	0.6183762724976987	1
Cell107	CellType2	0.12654629908502102	0.95753561751917	1
Cell108	CellType1	0.19357019988819957	0.26218938874080777	1
Cell109	CellType1	0.004857265157625079	0.07713386393152177	1
Cell110	CellType1	0.0609846159350127	0.09778809151612222	1
Cell111	CellType1	0.26783804944716394	0.7394248491618782	1
Cell112	CellType1	0.3220580010674894	0.06787215801887214	1
Cell113	CellType2	0.2569677873980254	0.41956525365822017	1
Cell114	CellType1	0.05563774472102523	0.5934682295192033	1
Cell115	CellType2	0.4951918195001781	0.3679074109531939	1
Cell116	CellType1	0.37608403735794127	0.20480088843032718	1
Cell117	CellType1	0.2611049059778452	0.10442120721563697	1
Cell118	CellType1	0.0790938432328403	0.28886300162412226	1
Cell119	CellType1	0.28387514129281044	0.10436202003620565	1
Cell120	CellType1	0.4270145590417087	0.010969353374093771	1
Cell121	CellType1	0.0488724485039711	0.26280347257852554	1
Cell122	CellType1	0.08956799563020468	0.0580622146371752	1
Cell123	CellType2	0.3273576055653393	0.39790310454554856	1
Cell124	CellType2	0.10170620423741639	0.16841385792940855	1
Cell125	CellType1	0.3715091689955443	0.5140532662626356	1
Cell126	CellType1	0.40347914351150393	0.23302757274359465	1
Cell127	CellType1	0.19127906183712184	0.054199414094910026	1
Cell128	CellType1	0.044367520371451974	0.3156155804172158	1
Cell129	CellType1	0.39874214539304376	0.25113179557956755	1
Cell130	CellType1	0.14597074664197862	0.8139980135019869	1
Cell131	CellType1	0.12643013219349086	0.9840835782233626	1
Cell132	CellType1	0.07377217756584287	0.3775706300511956	1
Cell133	CellType1	0.008163386257365346	0.8157817495521158	1
Cell134	CellType1	0.06400634348392487	0.3330146549269557	1
Cell135	CellType1	0.24709946755319834	0.31341242464259267	1
Cell136	CellType1	0.49870937992818654	0.7754150945693254	1
Cell137	CellType2	0.1473329176660627	0.0017262091860175133	1
Cell138	CellType1	0.47981112194247544	0.7730483876075596	1
Cell139	CellType2	0.009130340069532394	0.8397653170395643	1
Cell140	CellType2	0.08198477560654283	0.72818124876357615	1
Cell141	CellType2	0.13106933422386646	0.5393055630847812	1
Cell142	CellType1	0.3214911047834903	0.40808934159576893	1
Cell143	CellType2	0.009452922502532601	0.7664268161170185	1
Cell144	CellType1	0.1588657486718148	0.19936591479927301	1
Cell145	CellType1	0.208460861351341	0.9432412558235228	1
Cell146	CellType1	0.3236108038108796	0.11776672559790313	1
Cell147	CellType2	0.23611470451578498	0.4070864499080926	1
Cell148	CellType1	0.2666172666940838	0.06358695146627724	1
Cell149	CellType2	0.42596487584523857	0.042940287850797176	1
Cell150	CellType1	0.34940076014027	0.8689744644798338	1
Cell151	CellType1	0.14059643913060427	0.4536571076605469	1
Cell152	CellType1	0.1554151880554855	0.6382989573758096	1
Cell153	CellType2	0.46077155927196145	0.5341687016189098	1
Cell154	CellType1	0.38314148341305554	0.9188317628577352	1
Cell155	CellType1	0.10897389496676624	0.8448726921342313	1
Cell156	CellType2	0.2142251271288842	0.5467377693857998	1
Cell157	CellType1	0.026085739256814122	0.6629211951512843	1
Cell158	CellType1	0.3761150976642966	0.6626047473400831	1
Cell159	CellType1	0.2207063769455999	0.9502551625482738	1
Cell160	CellType2	0.02885923394933343	0.9050272386521101	1
Cell161	CellType2	0.2465220878366381	0.8164673408027738	1
Cell162	CellType1	0.2198343980126083	0.35518508800305426	1
Cell163	CellType1	0.30610873526893556	0.04287197533994913	1
Cell164	CellType2	0.37661591195501387	0.6025021197274327	1
Cell165	CellType1	0.10048391367308795	0.9164038768503815	1
Cell166	CellType2	0.07398403179831803	0.3287147516384721	1
Cell167	CellType1	0.38476223475299776	0.31940714409574866	1
Cell168	CellType1	0.2657892026472837	0.9454490023199469	1
Cell169	CellType2	0.48481538565829396	0.7784613505937159	1
Cell170	CellType1	0.42560677020810544	0.2572277116123587	1
Cell171	CellType1	0.30365052074193954	0.7091713398694992	1
Cell172	CellType1	0.06789989699609578	0.424163289135322	1
Cell173	CellType1	0.08553199609741569	0.972804345190525	1
Cell174	CellType1	0.430561188608408	0.00900691607967019	1
Cell175	CellType1	5.528540350496769e-4	0.5132520380429924	1
Cell176	CellType1	0.3330187015235424	0.09105316386558115	1
Cell177	CellType1	0.18511180626228452	0.5147362577263266	1
Cell178	CellType1	0.230183323379606	0.2954519474878907	1
Cell179	CellType1	0.10351113090291619	0.30043269810266793	1
Cell180	CellType1	0.47890922939404845	0.29410150623880327	1
Cell181	CellType2	0.14555700030177832	0.04227083339355886	1
Cell182	CellType1	0.30017230985686183	0.15476799639873207	1
Cell183	CellType1	0.3072967773769051	0.8619660073891282	1
Cell184	CellType1	0.4864700569305569	0.8103998249862343	1
Cell185	CellType1	0.4269012468867004	0.8789519395213574	1
Cell186	CellType1	0.28275216394104064	0.2718734520021826	1
Cell187	CellType2	0.031117544742301106	0.9509487238246948	1
Cell188	CellType1	0.48362205154262483	0.959718082100153	1
Cell189	CellType2	0.23081745416857302	0.3797867714893073	1
Cell190	CellType2	0.0072470842860639095	0.2113231320399791	1
Cell191	CellType2	0.46851664688438177	0.04912330093793571	1
Cell192	CellType2	0.3761257466394454	0.713102457113564	1
Cell193	CellType1	0.38384921848773956	0.6499326021876186	1
Cell194	CellType1	0.38133921450935304	0.9133694674819708	1
Cell195	CellType1	0.27973104850389063	0.6973434358369559	1
Cell196	CellType1	0.46263897605240345	0.9214931102469563	1
Cell197	CellType2	0.23211668501608074	0.8474550005048513	1
Cell198	CellType1	0.15454482147470117	0.32068101153708994	1
Cell199	CellType1	0.028160433284938335	0.26660429569892585	1
Cell200	CellType2	0.15888039185665548	0.21430657128803432	1
Cell201	CellType1	0.09562036418356001	0.506460179341957	1
Cell202	CellType1	0.2406269577331841	0.3889133743941784	1
Cell203	CellType1	0.32859762478619814	0.6927981707267463	1
Cell204	CellType1	0.24490876425988972	0.18502600956708193	1
Cell205	CellType1	0.11941995727829635	0.14752031373791397	1
Cell206	CellType1	0.32945351023226976	0.893173189368099	1
Cell207	CellType2	0.2898594974540174	0.1338405143469572	1
Cell208	CellType1	0.41775633534416556	0.8263138837646693	1
Cell209	CellType1	0.4131242197472602	0.2634667884558439	1
Cell210	CellType1	0.09401565603911877	0.47074273438192904	1
Cell211	CellType1	0.12587791425175965	0.489897403633222	1
Cell212	CellType1	0.038958062417805195	0.16466201678849757	1
Cell213	CellType2	0.3620542630087584	0.7977059176191688	1
Cell214	CellType1	0.2993230754509568	0.8709838930517435	1
Cell215	CellType1	0.39930979907512665	0.7387353957165033	1
Cell216	CellType2	0.32469454826787114	0.06955179129727185	1
Cell217	CellType2	0.1461998331360519	0.3261865838430822	1
Cell218	CellType1	0.13130969228222966	0.04641246888786554	1
Cell219	CellType1	0.020097013795748353	0.7901014073286206	1
Cell220	CellType1	0.2044687452726066	0.5235141778830439	1
Cell221	CellType1	0.43132821656763554	0.3600578985642642	1
Cell222	CellType2	0.1306423330679536	0.9830560646951199	1
Cell223	CellType1	0.06071291374973953	0.36721076047979295	1
Cell224	CellType2	0.1988368141464889	0.570942934602499	1
Cell225	CellType1	0.05895041627809405	0.9077175799757242	1
Cell226	CellType1	0.4903946900740266	0.1013375238981098	1
Cell227	CellType1	0.3630742335226387	0.5957727103959769	1
Cell228	CellType1	0.4361300184391439	0.691498038591817	1
Cell229	CellType1	0.08848983771167696	0.7731442153453827	1
Cell230	CellType2	0.3519724269863218	0.039165681693702936	1
Cell231	CellType2	0.4226979701779783	0.9756066591944546	1
Cell232	CellType2	0.33271015458740294	0.4954070346429944	1
Cell233	CellType1	0.16408588783815503	0.4193901624530554	1
Cell234	CellType1	0.14037880464456975	0.9668663432821631	1
Cell235	CellType1	0.23721196316182613	0.36981542268767953	1
Cell236	CellType1	0.06254435027949512	0.6789413180667907	1
Cell237	CellType1	0.49507683888077736	0.6613971607293934	1
Cell238	CellType1	0.10150429024361074	0.5099626688752323	1
Cell239	CellType1	0.13647449994459748	0.9713957495987415	1
Cell240	CellType1	0.44731378252618015	0.8865406536497176	1
Cell241	CellType1	0.21116374363191426	0.6774894963018596	1
Cell242	CellType2	0.11081309779547155	0.21591512393206358	1
Cell243	CellType2	0.06830864027142525	0.6124675110913813	1
Cell244	CellType1	0.4367800992913544	0.3039204040542245	1
Cell245	CellType1	0.4886372950859368	0.5812036506831646	1
Cell246	CellType1	0.40387676539830863	0.37764465995132923	1
Cell247	CellType1	0.35607957327738404	0.9700596481561661	1
Cell248	CellType1	0.25098173622973263	0.7511985576711595	1
Cell249	CellType1	0.4884375147521496	0.3747681549284607	1
Cell250	CellType1	0.44693774031475186	0.7945693151559681	1
Cell251	CellType2	0.022423949791118503	0.9694283800199628	1
Cell252	CellType1	0.19500323897227645	0.41290372889488935	1
Cell253	CellType1	0.36815824755467474	0.1178449452854693	1
Cell254	CellType1	0.29764646873809397	0.21263383398763835	1
Cell255	CellType2	0.033106708666309714	0.7430954638402909	1
Cell256	CellType1	0.030458009568974376	0.41471804468892515	1
Cell257	CellType1	0.09442348894663155	0.8428859985433519	1
Cell258	CellType2	0.043162176152691245	0.5854899135883898	1
Cell259	CellType1	0.37601426732726395	0.28651562915183604	1
Cell260	CellType1	0.47549466392956674	0.1834936102386564	1
Cell261	CellType2	0.050447877030819654	0.6640163618139923	1
Cell262	CellType1	0.17624664609320462	0.7280057973694056	1
Cell263	CellType2	0.09115060279145837	0.7723206363152713	1
Cell264	CellType2	0.24714690656401217	0.6666281307116151	1
Cell265	CellType1	0.047562005231156945	0.49079683097079396	1
Cell266	CellType1	0.015117735601961613	0.9309469007421285	1
Cell267	CellType2	0.00510161928832531	0.8544538072310388	1
Cell268	CellType1	0.08947408897802234	0.4198100510984659	1
Cell269	CellType1	0.16329805669374764	0.5272432847414166	1
Cell270	CellType1	0.10082096001133323	0.336770341033116	1
Cell271	CellType1	0.36413635686039925	0.9715851035434753	1
Cell272	CellType1	0.30116132041439414	0.6854573795571923	1
Cell273	CellType1	0.03642330621369183	0.25518331164494157	1
Cell274	CellType2	0.4299079708289355	0.4728811790701002	1
Cell275	CellType1	0.48918328690342605	0.5746708754450083	1
Cell276	CellType1	0.3467066951561719	0.5158351329155266	1
Cell277	CellType1	0.2926085749641061	0.06561020365916193	1
Cell278	CellType1	0.01674294308759272	0.4201653671916574	1
Cell279	CellType2	0.35208746301941574	0.24173819366842508	1
Cell280	CellType1	0.1576457149349153	0.7815684522502124	1
Cell281	CellType1	0.04987735557369888	0.030867907451465726	1
Cell282	CellType1	0.09634298924356699	0.926024355692789	1
Cell283	CellType2	0.2734694415703416	0.8571561058051884	1
Cell284	CellType1	0.3267104895785451	0.06325023924000561	1
Cell285	CellType1	0.2483181704301387	0.7437792592681944	1
Cell286	CellType2	0.3829014697112143	0.8316169988829643	1
Cell287	CellType1	0.4792746633756906	0.18115960550494492	1
Cell288	CellType2	0.4274644390679896	0.40101688308641315	1
Cell289	CellType1	0.43359631346538663	0.29891462507657707	1
Cell290	CellType1	0.44105689018033445	0.9916943763382733	1
Cell291	CellType2	0.023964698892086744	0.4492548678535968	1
Cell292	CellType1	0.405374662252143	0.6015519420616329	1
Cell293	CellType2	0.43934832885861397	0.38250095467083156	1
Cell294	CellType1	0.4460246521048248	0.7328294913750142	1
Cell295	CellType1	0.3267855264712125	0.243324167560786	1
Cell296	CellType1	0.41757988231256604	0.5574011700227857	1
Cell297	CellType2	0.34905229485593736	0.36852927994914353	1
Cell298	CellType1	0.2272622340824455	0.35904759215191007	1
Cell299	CellType2	0.3756937519647181	0.20249586808495224	1
Cell300	CellType1	0.29728408344089985	0.2685307206120342	1
Cell301	CellType2	0.03168533090502024	0.7947432321961969	1
Cell302	CellType1	0.47110991925001144	0.3271156228147447	1
Cell303	CellType2	0.4749408427160233	0.5800408157519996	1
Cell304	CellType1	0.2990117114968598	0.8789139138534665	1
Cell305	CellType1	0.4174485267139971	0.05231092032045126	1
Cell306	CellType1	0.44795306702144444	0.24077154276892543	1
Cell307	CellType2	0.20716411201283336	0.3765451000072062	1
Cell308	CellType1	0.11754403472878039	0.5919675189070404	1
Cell309	CellType1	0.018970244098454714	0.7807990859728307	1
Cell310	CellType1	0.34085426409728825	0.34183387481607497	1
Cell311	CellType1	0.22352548060007393	0.07810165523551404	1
Cell312	CellType2	0.030148742720484734	0.5078462276142091	1
Cell313	CellType1	0.39368179137818515	0.8649427578784525	1
Cell314	CellType1	0.3272899591829628	0.006406887900084257	1
Cell315	CellType1	0.1125493727158755	0.5456754353363067	1
Cell316	CellType1	0.366611240664497	0.7899794189725071	1
Cell317	CellType2	0.41218628897331655	0.4657394823152572	1
Cell318	CellType1	0.21111473650671542	0.9563057420309633	1
Cell319	CellType1	0.2707812942098826	0.59906275710091	1
Cell320	CellType1	0.10968073271214962	0.6014120350591838	1
Cell321	CellType1	0.15923562226817012	0.5456089496146888	1
Cell322	CellType1	0.15080232080072165	0.27965868497267365	1
Cell323	CellType1	0.3583455332554877	0.9169676913879812	1
Cell324	CellType1	0.48390733962878585	0.9567935382947326	1
Cell325	CellType1	0.33860959857702255	0.08250346104614437	1
Cell326	CellType2	0.13642713939771056	0.49991367384791374	1
Cell327	CellType1	0.469609999563545	0.09487604163587093	1
Cell328	CellType1	0.10494129825383425	0.556066753808409	1
Cell329	CellType2	0.10751235601492226	0.1040726366918534	1
Cell330	CellType1	0.3957333667203784	0.712790674995631	1
Cell331	CellType1	0.42072348040528595	0.9774241256527603	1
Cell332	CellType1	0.07525022933259606	0.05452806339599192	1
Cell333	CellType2	0.4486641325056553	0.4085826592054218	1
Cell334	CellType1	0.3066495335660875	0.4382918458431959	1
Cell335	CellType2	0.07932729786261916	0.3379429455380887	1
Cell336	CellType1	0.06133551523089409	0.19471552385948598	1
Cell337	CellType2	0.042970995185896754	0.9366559470072389	1
Cell338	CellType1	0.3751946552656591	0.20353769115172327	1
Cell339	CellType2	0.032392184948548675	0.5987631364259869	1
Cell340	CellType2	0.06497555691748857	0.3060033607762307	1
Cell341	CellType1	0.04148825374431908	0.9375300123356283	1
Cell342	CellType2	0.4501669912133366	0.6780727892182767	1
Cell343	CellType1	0.015737974317744374	0.9744784366339445	1
Cell344	CellType2	0.18456794717349112	0.49602963821962476	1
Cell345	CellType1	0.1257756429258734	0.858028237009421	1
Cell346	CellType1	0.45593211567029357	0.09835588373243809	1
Cell347	CellType2	0.1027100752107799	0.5450815020594746	1
Cell348	CellType1	0.21063467394560575	0.5106722419150174	1
Cell349	CellType1	0.004266631091013551	0.6504294502083212	1
Cell350	CellType1	0.11691844440065324	0.5409048851579428	1
Cell351	CellType2	0.2620282389689237	0.1946419170126319	1
Cell352	CellType1	0.003813758259639144	0.7367696322035044	1
Cell353	CellType1	0.4265891679096967	0.08323120721615851	1
Cell354	CellType1	0.2700855773873627	0.934995740884915	1
Cell355	CellType1	0.14949269709177315	0.17254892736673355	1
Cell356	CellType1	0.21376516949385405	0.11039679404348135	1
Cell357	CellType1	0.37918091425672174	0.049338388023898005	1
Cell358	CellType1	0.06426556059159338	0.8829213760327548	1
Cell359	CellType1	0.0882872159127146	0.7332610089797527	1
Cell360	CellType2	0.27400697371922433	0.8630215562880039	1
Cell361	CellType1	0.47996199619956315	0.27650922909379005	1
Cell362	CellType1	0.025960682658478618	0.8579421381000429	1
Cell363	CellType2	0.4075040863826871	0.1966592229437083	1
Cell364	CellType1	0.37518052314408123	0.24321660725399852	1
Cell365	CellType1	0.40323120658285916	0.2671011844649911	1
Cell366	CellType1	0.17660534870810807	0.6520645604468882	1
Cell367	CellType1	0.1733048278838396	0.6125134835019708	1
Cell368	CellType2	0.3937625093385577	0.15380377369001508	1
Cell369	CellType1	0.21656378800980747	0.16247896943241358	1
Cell370	CellType1	0.3970909754280001	0.1513976096175611	1
Cell371	CellType1	0.1495304584968835	0.09314456232823431	1
Cell372	CellType1	0.4403599873185158	0.9259274208452553	1
Cell373	CellType1	0.4585073988419026	0.10798603412695229	1
Cell374	CellType2	0.18318265490233898	0.939728937111795	1
Cell375	CellType1	0.19420919520780444	0.8817150832619518	1
Cell376	CellType1	0.10626239678822458	0.21556334919296205	1
Cell377	CellType1	0.49793617660179734	0.11101576825603843	1
Cell378	CellType1	0.2243615046609193	0.0012347844894975424	1
Cell379	CellType1	0.2040644446387887	0.8258277312852442	1
Cell380	CellType2	0.11140876985155046	0.5514512020163238	1
Cell381	CellType1	0.1655523197259754	0.21473717386834323	1
Cell382	CellType1	0.30585108627565205	0.7724763110745698	1
Cell383	CellType1	0.2579440495464951	0.5168970478698611	1
Cell384	CellType1	0.08250125776976347	0.8987075539771467	1
Cell385	CellType1	0.20451012486591935	0.5742852152325213	1
Cell386	CellType1	0.29092501918785274	0.8436685944907367	1
Cell387	CellType2	0.46881599072366953	0.7246096536982805	1
Cell388	CellType1	0.2834512877743691	0.2696008193306625	1
Cell389	CellType2	0.0567376920953393	0.1583009425085038	1
Cell390	CellType1	0.26385504147037864	0.695273180026561	1
Cell391	CellType2	0.20556098013184965	0.48229055968113244	1
Cell392	CellType1	0.1634188590105623	0.5594542867038399	1
Cell393	CellType2	0.2691108251456171	0.8681980061810464	1
Cell394	CellType1	0.1597309224307537	0.0778809473849833	1
Cell395	CellType1	0.013828934635967016	0.3449137434363365	1
Cell396	CellType2	0.35901070619001985	0.07065805490128696	1
Cell397	CellType1	0.027753802482038736	0.34065336314961314	1
Cell398	CellType2	0.10042370902374387	0.003542722901329398	1
Cell399	CellType1	0.28556478139944375	0.7308321243617684	1
Cell400	CellType1	0.09697257983498275	0.5837167636491358	1
Cell401	CellType1	0.09199998015537858	0.9556635406333953	1
Cell402	CellType1	0.46661593834869564	0.22027920722030103	1
Cell403	CellType1	0.3855110304430127	0.30504951695911586	1
Cell404	CellType2	0.392244252609089	0.10279061878100038	1
Cell405	CellType1	0.21218484872952104	0.5051965520251542	1
Cell406	CellType1	0.08016462065279484	0.19932342157699168	1
Cell407	CellType1	0.41036295564845204	0.7629704338032752	1
Cell408	CellType2	0.18407163163647056	0.5397064262069762	1
Cell409	CellType2	0.48197582364082336	0.9194233904127032	1
Cell410	CellType1	0.18826567381620407	0.10310377669520676	1
Cell411	CellType1	0.21276808460243046	0.4570055592339486	1
Cell412	CellType2	0.04177841264754534	0.3285551716107875	1
Cell413	CellType2	0.47761783841997385	0.12010266655124724	1
Cell414	CellType1	0.3354204557836056	0.2735387897118926	1
Cell415	CellType2	0.4268349332269281	0.5839933592360467	1
Cell416	CellType2	0.10579917533323169	0.7011020141653717	1
Cell417	CellType2	0.1693879161030054	0.8875448566395789	1
Cell418	CellType2	0.24853709223680198	0.7386268363334239	1
Cell419	CellType2	0.47618352668359876	0.5852952031418681	1
Cell420	CellType1	0.3576709448825568	0.6664711125195026	1
Cell421	CellType1	0.12489333422854543	0.5665325245354325	1
Cell422	CellType1	0.3400661319028586	0.3102299883030355	1
Cell423	CellType1	0.03973262454383075	0.6702935656066984	1
Cell424	CellType2	0.3185945637524128	0.8606948100496083	1
Cell425	CellType1	0.3018775419332087	0.5628115457948297	1
Cell426	CellType1	0.15664534620009363	0.037219343706965446	1
Cell427	CellType1	0.052580997347831726	0.5054410924203694	1
Cell428	CellType1	0.47516574105247855	0.8028376128058881	1
Cell429	CellType1	0.2945352094247937	0.500167048536241	1
Cell430	CellType2	0.0796060566790402	0.6382645419798791	1
Cell431	CellType2	0.16429966152645648	0.8077262544538826	1
Cell432	CellType1	0.2408966338261962	0.940447045955807	1
Cell433	CellType2	0.10022820252925158	0.7859026549849659	1
Cell434	CellType2	0.11463107843883336	0.18493935582228005	1
Cell435	CellType2	0.15062028332613409	0.9247863865457475	1
Cell436	CellType1	0.17277298588305712	0.05718389758840203	1
Cell437	CellType1	0.19115774217061698	0.10629425616934896	1
Cell438	CellType1	0.03902308573015034	0.48442980484105647	1
Cell439	CellType2	0.15121615398675203	0.7662245472893119	1
Cell440	CellType1	0.14554116455838084	0.056422305293381214	1
Cell441	CellType2	0.31582123902626336	0.9796767432708293	1
Cell442	CellType2	0.4022874063812196	0.3777825809083879	1
Cell443	CellType1	0.008396152406930923	0.207936966791749	1
Cell444	CellType1	0.4940857400652021	0.07760241208598018	1
Cell445	CellType1	0.2710347108077258	0.7913608641829342	1
Cell446	CellType1	0.2620546338148415	0.6444834934081882	1
Cell447	CellType2	0.3921597572043538	0.7710169416386634	1
Cell448	CellType1	0.48152045882306993	0.7673998174723238	1
Cell449	CellType1	0.4899293719790876	0.31168699893169105	1
Cell450	CellType1	0.174218840431422	0.6194769227877259	1
Cell451	CellType1	0.29183677886612713	0.9197763276752084	1
Cell452	CellType1	0.2581189798656851	0.1664513738360256	1
Cell453	CellType1	0.07921329303644598	0.5266742038074881	1
Cell454	CellType2	0.4262868638616055	0.9356353506445885	1
Cell455	CellType1	0.4719272837974131	0.3599251713603735	1
Cell456	CellType1	0.37390152574516833	0.1424389339517802	1
Cell457	CellType1	0.3867901486810297	0.10563337290659547	1
Cell458	CellType2	0.4566709341015667	0.1643328459467739	1
Cell459	CellType1	0.04137191642075777	0.06640810612589121	1
Cell460	CellType2	0.23481203033588827	0.44261772092431784	1
Cell461	CellType1	0.3748477927874774	0.36997380619868636	1
Cell462	CellType2	0.08899314026348293	0.4934893373865634	1
Cell463	CellType2	0.38860796787776053	0.64114584238268435	1
Cell464	CellType2	0.4777401862666011	0.35528655303642154	1
Cell465	CellType1	0.19768121163360775	0.8048447736073285	1
Cell466	CellType1	0.4655458948109299	0.2500094207935035	1
