Type	Region	CellType	GeneID	AdjCellType	AdjGene	beta
DistanceAssoGenes	1	ExcitatoryNeuron	Irx4	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Arap1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Zfp715	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	P2rx6	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Atp11c	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Pga5	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	G2e3	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Pde6b	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Myh7	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Ibsp	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Mcrs1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Cpt2	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Caprin1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Smc1a	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Traf1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Micalcl	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Slc15a3	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Cbl	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Lif	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Plekhn1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Pax6	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Pcyt1a	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Agtr2	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Ppcdc	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Zbtb37	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Tmem173	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	E2f7	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Galnt13	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Ptgs1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Tmem129	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Bmp1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Rnf144a	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Chaf1b	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Cchcr1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Unc5cl	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Camsap3	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Noc4l	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Ccnf	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Inppl1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Sh2d2a	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Sppl3	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Igfbp3	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Leng9	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Syt5	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Sema4c	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Zfr2	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Vac14	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Aldh1b1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Klrg2	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Cdh26	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Lingo3	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Wnt2	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Gabrr1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Aass	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Pbx3	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Ncstn	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Tmem106b	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Caln1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Ifit2	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Gpr12	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Arf6	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Lrrc40	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Slc1a1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Myh9	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Tbc1d1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Exoc8	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Slc40a1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Dapp1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Nr1h5	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Gmip	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Clip1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Rc3h1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Mzf1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Atp7b	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Icam1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Atxn7l3	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Trim17	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Prkcz	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Gpatch2l	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Spef1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Pola1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Srsf1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Epn2	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Itga2	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Notch1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Iqch	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Uhrf1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Foxp4	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Aph1b	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Snx1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Nipal1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Mpz	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Pak2	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Rnf43	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Pacs2	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Wnt9b	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Nox3	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Rnf157	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Neu4	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Pax9	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Traip	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Arih1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Sh2d3c	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Pcyox1l	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Sfn	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Nuak2	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Cnga1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Rcor1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Exoc5	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Gprc6a	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Ralb	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Wdr64	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Nnt	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Mst1r	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Tnks	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Coro1c	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Dusp16	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Ppm1d	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Tmem38b	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Tesk2	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Zbtb4	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Dnah11	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Gnl1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Eif1a	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Atp11a	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Pgap1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Pls1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Cd86	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Fxr1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Cc2d2a	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Gm4371	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Atf6b	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Zic2	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Zfp787	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Plin2	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Slc7a4	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Magi1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Tbc1d2b	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Ddr1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Foxa1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Galnt12	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Larp4	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Aatk	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Cnnm3	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Apol10a	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Rabif	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Nckap1l	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Amer3	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Alg11	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Bc031361	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Fuom	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Wwc1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Aoc1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Efnb3	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Dcaf12	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Filip1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Dnal1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Pdilt	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Sgcz	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Col15a1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Rhoj	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Cdh8	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Kirrel3	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Abca8b	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Cryz	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Diras1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Anp32e	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Zswim8	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Csf3r	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Mcfd2	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Ptx3	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Zscan21	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Aacs	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Prr22	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Rhbdl3	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Nek10	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Gabre	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Itgax	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Dapk2	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Cyb5rl	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Gtf3c4	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Opcml	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Zfand4	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Cep76	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Slc30a10	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Mreg	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Lztr1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Zfp213	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Rnd3	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Zfp36l2	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Nudcd1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Slc20a2	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Ppef1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Bco2	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Gm19782	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Aknad1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Clip3	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Rag2	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Slc34a2	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Fam172a	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Lcmt2	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Fgfr4	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Ctgf	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Fkbp9	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Inpp5j	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Prr18	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Ctps	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Zfp324	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Scd4	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	B4galnt4	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Llgl2	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Nrk	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Ppp1r3c	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Get4	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Adra2a	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Olfml2b	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Mctp2	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Mcc	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Micall1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Hyal2	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Cobll1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Uck1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Agap1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Adcy3	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Cab39	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Prss32	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Ggta1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Cul4b	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Slc30a5	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Myct1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Fryl	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Man2a2	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Ankrd50	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Slc25a47	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Dpcr1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Pi4k2a	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	L3mbtl1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Bcl7b	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Pou2af1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Atg4c	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Thsd1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Nwd1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Lpar5	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Efcab14	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Abcd3	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Lhx6	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Edem2	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Copb2	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Cobl	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Pax1	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Osgep	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Cpn2	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Smurf2	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Il34	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Zfp568	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Slc7a11	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Rabep2	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Gm7134	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Dpysl5	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Arntl	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Tcerg1l	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Kmt2c	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Tor3a	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Pde9a	Microglia	NA	0.5
DistanceAssoGenes	1	ExcitatoryNeuron	Foxp3	Microglia	NA	0.5
