Type	Region	CellType	GeneID	AdjCellType	AdjGene	beta
DistanceAssoGenes	1	Epithelial	PLIN2	Adipocyte	NA	0.19217252841463378
DistanceAssoGenes	1	Epithelial	KIF17	Adipocyte	NA	0.22011053062170258
DistanceAssoGenes	1	Epithelial	GTF2IRD2	Adipocyte	NA	0.1688162289517627
DistanceAssoGenes	1	Epithelial	FAM196B	Adipocyte	NA	0.1932253069790629
DistanceAssoGenes	1	Epithelial	MRGBP	Adipocyte	NA	0.18810986979225966
DistanceAssoGenes	1	Epithelial	NEK4	Adipocyte	NA	0.233185670832543
DistanceAssoGenes	1	Epithelial	CCNC	Adipocyte	NA	0.2126404530282833
DistanceAssoGenes	1	Epithelial	TIPARP	Adipocyte	NA	0.2300326064277234
DistanceAssoGenes	1	Epithelial	EIF2D	Adipocyte	NA	0.17404884402916704
DistanceAssoGenes	1	Epithelial	SLC25A48	Adipocyte	NA	0.24609144449063616
DistanceAssoGenes	1	Epithelial	NAB1	Adipocyte	NA	0.16030933676933304
DistanceAssoGenes	1	Epithelial	ATAD3B	Adipocyte	NA	0.17156335360450195
DistanceAssoGenes	1	Epithelial	GPATCH1	Adipocyte	NA	0.16530987350238774
DistanceAssoGenes	1	Epithelial	CCM2	Adipocyte	NA	0.22003226426304837
DistanceAssoGenes	1	Epithelial	KDELC2	Adipocyte	NA	0.21016497569535433
DistanceAssoGenes	1	Epithelial	PRR25	Adipocyte	NA	0.14803039438624002
DistanceAssoGenes	1	Epithelial	PSMC3	Adipocyte	NA	0.19797724028855732
DistanceAssoGenes	1	Epithelial	LRP3	Adipocyte	NA	0.17737157227322556
DistanceAssoGenes	1	Epithelial	NNT	Adipocyte	NA	0.17923151516652044
DistanceAssoGenes	1	Epithelial	UBOX5	Adipocyte	NA	0.1732040768097223
DistanceAssoGenes	1	Epithelial	MTO1	Adipocyte	NA	0.19510793992526484
DistanceAssoGenes	1	Epithelial	BTBD1	Adipocyte	NA	0.18213244564222522
DistanceAssoGenes	1	Epithelial	JDP2	Adipocyte	NA	0.19862132929057189
DistanceAssoGenes	1	Epithelial	HAUS6	Adipocyte	NA	0.17668798902373672
DistanceAssoGenes	1	Epithelial	OSGEP	Adipocyte	NA	0.199552504566945
DistanceAssoGenes	1	Epithelial	ATOH7	Adipocyte	NA	0.20458033165392928
DistanceAssoGenes	1	Epithelial	PLD6	Adipocyte	NA	0.16963004010653338
DistanceAssoGenes	1	Epithelial	SHARPIN	Adipocyte	NA	0.1787217079570048
DistanceAssoGenes	1	Epithelial	DLX6	Adipocyte	NA	0.20610250765137902
DistanceAssoGenes	1	Epithelial	RIBC2	Adipocyte	NA	0.194871111056249
DistanceAssoGenes	1	Epithelial	SF3B3	Adipocyte	NA	0.20676621484701108
DistanceAssoGenes	1	Epithelial	TTC39B	Adipocyte	NA	0.19691019428245093
DistanceAssoGenes	1	Epithelial	PARP2	Adipocyte	NA	0.2158183479750232
DistanceAssoGenes	1	Epithelial	P4HA3	Adipocyte	NA	0.1874510808382712
DistanceAssoGenes	1	Epithelial	KLHL12	Adipocyte	NA	0.14383868061505756
DistanceAssoGenes	1	Epithelial	C2orf76	Adipocyte	NA	0.21963910488266516
DistanceAssoGenes	1	Epithelial	STYXL1	Adipocyte	NA	0.16613959851265592
DistanceAssoGenes	1	Epithelial	EXOG	Adipocyte	NA	0.17743544257321395
DistanceAssoGenes	1	Epithelial	ARHGAP33	Adipocyte	NA	0.1834620776752942
DistanceAssoGenes	1	Epithelial	ZNF665	Adipocyte	NA	0.19251708847741583
DistanceAssoGenes	1	Epithelial	CNOT7	Adipocyte	NA	0.18416477248369534
DistanceAssoGenes	1	Epithelial	RNF224	Adipocyte	NA	0.22635449816993003
DistanceAssoGenes	1	Epithelial	CCDC40	Adipocyte	NA	0.2156845303628071
DistanceAssoGenes	1	Epithelial	ZMYM1	Adipocyte	NA	0.17401828132510558
DistanceAssoGenes	1	Epithelial	KMT2B	Adipocyte	NA	0.21853296433882716
DistanceAssoGenes	1	Epithelial	SMN2	Adipocyte	NA	0.1606476542001397
DistanceAssoGenes	1	Epithelial	POLE4	Adipocyte	NA	0.1684320073661715
DistanceAssoGenes	1	Epithelial	TXNL4A	Adipocyte	NA	0.18970460069527603
DistanceAssoGenes	1	Epithelial	TMC8	Adipocyte	NA	0.16807176940701735
DistanceAssoGenes	1	Epithelial	BHMT	Adipocyte	NA	0.1800678314038312
DistanceAssoGenes	1	Epithelial	SEMA3F	Adipocyte	NA	0.1910821491843085
DistanceAssoGenes	1	Epithelial	ABT1	Adipocyte	NA	0.17563897333896733
DistanceAssoGenes	1	Epithelial	ARL16	Adipocyte	NA	0.21148711117488622
DistanceAssoGenes	1	Epithelial	PICALM	Adipocyte	NA	0.152210000198928
DistanceAssoGenes	1	Epithelial	NAP1L4	Adipocyte	NA	0.1590448771052388
DistanceAssoGenes	1	Epithelial	CHCHD2	Adipocyte	NA	0.22603513259912372
DistanceAssoGenes	1	Epithelial	C1orf216	Adipocyte	NA	0.19155508858758286
DistanceAssoGenes	1	Epithelial	APOL4	Adipocyte	NA	0.21976640268303352
DistanceAssoGenes	1	Epithelial	IFNAR1	Adipocyte	NA	0.19190561840076562
DistanceAssoGenes	1	Epithelial	CTSH	Adipocyte	NA	0.2324432021385836
DistanceAssoGenes	1	Epithelial	H6PD	Adipocyte	NA	0.19708432928218295
DistanceAssoGenes	1	Epithelial	SYCP1	Adipocyte	NA	0.2108584734578106
DistanceAssoGenes	1	Epithelial	OXLD1	Adipocyte	NA	0.21188236980028102
DistanceAssoGenes	1	Epithelial	PLOD1	Adipocyte	NA	0.190337925617323
DistanceAssoGenes	1	Epithelial	ACP6	Adipocyte	NA	0.18394632243888065
DistanceAssoGenes	1	Epithelial	FXYD5	Adipocyte	NA	0.18319838530033916
DistanceAssoGenes	1	Epithelial	XPO6	Adipocyte	NA	0.20704929330265442
DistanceAssoGenes	1	Epithelial	RPN1	Adipocyte	NA	0.1852019376993542
DistanceAssoGenes	1	Epithelial	FAM181B	Adipocyte	NA	0.20974216971359255
DistanceAssoGenes	1	Epithelial	NOL8	Adipocyte	NA	0.1899899724328281
DistanceAssoGenes	1	Epithelial	ZNF132	Adipocyte	NA	0.22901866267315774
DistanceAssoGenes	1	Epithelial	ZNHIT6	Adipocyte	NA	0.1812153928610991
DistanceAssoGenes	1	Epithelial	DHX34	Adipocyte	NA	0.22697658028702616
DistanceAssoGenes	1	Epithelial	AMIGO1	Adipocyte	NA	0.20221716114438518
DistanceAssoGenes	1	Epithelial	CLIC3	Adipocyte	NA	0.21039921905467396
DistanceAssoGenes	1	Epithelial	DIAPH3	Adipocyte	NA	0.19893512395523022
DistanceAssoGenes	1	Epithelial	ZNF646	Adipocyte	NA	0.20202920953261147
DistanceAssoGenes	1	Epithelial	TAF11	Adipocyte	NA	0.2239719434303371
DistanceAssoGenes	1	Epithelial	HAGH	Adipocyte	NA	0.20132109142539373
DistanceAssoGenes	1	Epithelial	SULT1B1	Adipocyte	NA	0.21252114990769083
DistanceAssoGenes	1	Epithelial	RGS1	Adipocyte	NA	0.2031438588936736
DistanceAssoGenes	1	Epithelial	ABCA3	Adipocyte	NA	0.17776594922481934
DistanceAssoGenes	1	Epithelial	NCOA1	Adipocyte	NA	0.20332463775391174
DistanceAssoGenes	1	Epithelial	OAF	Adipocyte	NA	0.23060054650559056
DistanceAssoGenes	1	Epithelial	PEAK1	Adipocyte	NA	0.18032122067980547
DistanceAssoGenes	1	Epithelial	SETD6	Adipocyte	NA	0.19334312117476246
DistanceAssoGenes	1	Epithelial	TOP3B	Adipocyte	NA	0.1865835965646143
DistanceAssoGenes	1	Epithelial	RNH1	Adipocyte	NA	0.22304501304488494
DistanceAssoGenes	1	Epithelial	DDX18	Adipocyte	NA	0.18054097095664798
DistanceAssoGenes	1	Epithelial	ADAMTS13	Adipocyte	NA	0.18861921791288452
DistanceAssoGenes	1	Epithelial	NEURL4	Adipocyte	NA	0.20249116866747105
DistanceAssoGenes	1	Epithelial	GCAT	Adipocyte	NA	0.18009620414063837
DistanceAssoGenes	1	Epithelial	CTSC	Adipocyte	NA	0.22096944921528397
DistanceAssoGenes	1	Epithelial	PIGO	Adipocyte	NA	0.21488020150922071
DistanceAssoGenes	1	Epithelial	IRF5	Adipocyte	NA	0.16996232218830498
DistanceAssoGenes	1	Epithelial	DYNC1I2	Adipocyte	NA	0.19004185810144059
DistanceAssoGenes	1	Epithelial	BPHL	Adipocyte	NA	0.2163304450671541
DistanceAssoGenes	1	Epithelial	HIST3H2A	Adipocyte	NA	0.19645011343816973
DistanceAssoGenes	1	Epithelial	BARD1	Adipocyte	NA	0.1872747270030119
DistanceAssoGenes	1	Epithelial	ADCK2	Adipocyte	NA	0.1892267285352521
DistanceAssoGenes	1	Epithelial	HLA-DQA2	Adipocyte	NA	0.20014985114684228
DistanceAssoGenes	1	Epithelial	ZNF391	Adipocyte	NA	0.20568825020855303
DistanceAssoGenes	1	Epithelial	PPP1R1C	Adipocyte	NA	0.19114561452510825
DistanceAssoGenes	1	Epithelial	APOB	Adipocyte	NA	0.18270025329145023
DistanceAssoGenes	1	Epithelial	CD79B	Adipocyte	NA	0.18501972256182014
DistanceAssoGenes	1	Epithelial	CANT1	Adipocyte	NA	0.2159084965119415
DistanceAssoGenes	1	Epithelial	CDK5RAP3	Adipocyte	NA	0.19893521799941352
DistanceAssoGenes	1	Epithelial	WDR36	Adipocyte	NA	0.20279580494529753
DistanceAssoGenes	1	Epithelial	TTC32	Adipocyte	NA	0.2444565890014413
DistanceAssoGenes	1	Epithelial	ZNF254	Adipocyte	NA	0.21226421700059658
DistanceAssoGenes	1	Epithelial	ZNF429	Adipocyte	NA	0.21574447933680815
DistanceAssoGenes	1	Epithelial	KTN1	Adipocyte	NA	0.20726701694981423
DistanceAssoGenes	1	Epithelial	MTSS1L	Adipocyte	NA	0.19891917056665295
DistanceAssoGenes	1	Epithelial	TFR2	Adipocyte	NA	0.1816746793822499
DistanceAssoGenes	1	Epithelial	PPP5C	Adipocyte	NA	0.18214501937537458
DistanceAssoGenes	1	Epithelial	ANKRD13D	Adipocyte	NA	0.1963843307495848
DistanceAssoGenes	1	Epithelial	CLEC10A	Adipocyte	NA	0.19740710956478563
DistanceAssoGenes	1	Epithelial	GTF2H2C	Adipocyte	NA	0.20717619131863238
DistanceAssoGenes	1	Epithelial	DRAP1	Adipocyte	NA	0.20847021904381033
DistanceAssoGenes	1	Epithelial	POLL	Adipocyte	NA	0.18873769029991322
DistanceAssoGenes	1	Epithelial	PPP1R13B	Adipocyte	NA	0.2261752880766835
DistanceAssoGenes	1	Epithelial	STK10	Adipocyte	NA	0.17364866931523176
DistanceAssoGenes	1	Epithelial	ZNF426	Adipocyte	NA	0.15737913223341937
DistanceAssoGenes	1	Epithelial	TMEM249	Adipocyte	NA	0.21741270671969729
DistanceAssoGenes	1	Epithelial	MAN1B1	Adipocyte	NA	0.18649706820327427
DistanceAssoGenes	1	Epithelial	HLA-DRA	Adipocyte	NA	0.17996215616575503
DistanceAssoGenes	1	Epithelial	SLC7A2	Adipocyte	NA	0.18842939369682332
DistanceAssoGenes	1	Epithelial	MSH3	Adipocyte	NA	0.19132515619017265
DistanceAssoGenes	1	Epithelial	ATF6	Adipocyte	NA	0.20936161869169892
DistanceAssoGenes	1	Epithelial	GSTM3	Adipocyte	NA	0.17105160756056725
DistanceAssoGenes	1	Epithelial	VSIG8	Adipocyte	NA	0.17507686618543247
DistanceAssoGenes	1	Epithelial	C6orf48	Adipocyte	NA	0.21241586640629362
DistanceAssoGenes	1	Epithelial	DOCK8	Adipocyte	NA	0.22204266528480981
DistanceAssoGenes	1	Epithelial	DCAF16	Adipocyte	NA	0.2087608190604921
DistanceAssoGenes	1	Epithelial	NFKBIB	Adipocyte	NA	0.1891018561653755
DistanceAssoGenes	1	Epithelial	MAPKAPK3	Adipocyte	NA	0.20703083155372237
DistanceAssoGenes	1	Epithelial	ZFP64	Adipocyte	NA	0.2264851220449341
DistanceAssoGenes	1	Epithelial	MYO1F	Adipocyte	NA	0.2150102134068943
DistanceAssoGenes	1	Epithelial	CD177	Adipocyte	NA	0.19998109122685379
DistanceAssoGenes	1	Epithelial	SDCBP2	Adipocyte	NA	0.20254622542666373
DistanceAssoGenes	1	Epithelial	MIS12	Adipocyte	NA	0.2093997245222179
DistanceAssoGenes	1	Epithelial	KALRN	Adipocyte	NA	0.21450256555418784
DistanceAssoGenes	1	Epithelial	TCIRG1	Adipocyte	NA	0.20502952221266915
DistanceAssoGenes	1	Epithelial	TCEANC2	Adipocyte	NA	0.1923618723791688
DistanceAssoGenes	1	Epithelial	PIP5K1B	Adipocyte	NA	0.20414926572432293
DistanceAssoGenes	1	Epithelial	CAT	Adipocyte	NA	0.1988371597995349
DistanceAssoGenes	1	Epithelial	TOP1MT	Adipocyte	NA	0.17352689754330497
DistanceAssoGenes	1	Epithelial	C1QTNF4	Adipocyte	NA	0.22688940424206977
DistanceAssoGenes	1	Epithelial	CBLN3	Adipocyte	NA	0.21343911019402223
DistanceAssoGenes	1	Epithelial	TUBE1	Adipocyte	NA	0.1904655351417594
DistanceAssoGenes	1	Epithelial	FANCA	Adipocyte	NA	0.13256761023534783
DistanceAssoGenes	1	Epithelial	HS3ST3A1	Adipocyte	NA	0.1890310758800689
DistanceAssoGenes	1	Epithelial	GNB5	Adipocyte	NA	0.22642401906274964
DistanceAssoGenes	1	Epithelial	CHMP4B	Adipocyte	NA	0.21860532188857223
DistanceAssoGenes	1	Epithelial	ATAD2B	Adipocyte	NA	0.21616108006166723
DistanceAssoGenes	1	Epithelial	HELZ	Adipocyte	NA	0.1884522571935872
DistanceAssoGenes	1	Epithelial	SETD4	Adipocyte	NA	0.18743571167331144
DistanceAssoGenes	1	Epithelial	RABAC1	Adipocyte	NA	0.19931103055205443
DistanceAssoGenes	1	Epithelial	RRAGD	Adipocyte	NA	0.1718020821168792
DistanceAssoGenes	1	Epithelial	PSME1	Adipocyte	NA	0.20276074012258602
DistanceAssoGenes	1	Epithelial	PRSS12	Adipocyte	NA	0.2042764485390085
DistanceAssoGenes	1	Epithelial	LITAF	Adipocyte	NA	0.18701331261627518
DistanceAssoGenes	1	Epithelial	DLG5	Adipocyte	NA	0.17418436534218146
DistanceAssoGenes	1	Epithelial	NRP2	Adipocyte	NA	0.21075349290718112
DistanceAssoGenes	1	Epithelial	ZNF502	Adipocyte	NA	0.215446725886852
DistanceAssoGenes	1	Epithelial	CAMLG	Adipocyte	NA	0.25277926092129305
DistanceAssoGenes	1	Epithelial	P2RY11	Adipocyte	NA	0.20739451482698495
DistanceAssoGenes	1	Epithelial	NCL	Adipocyte	NA	0.18857464848310498
DistanceAssoGenes	1	Epithelial	SMARCAL1	Adipocyte	NA	0.18081201368747202
DistanceAssoGenes	1	Epithelial	PITHD1	Adipocyte	NA	0.19453135202082042
DistanceAssoGenes	1	Epithelial	NEMP1	Adipocyte	NA	0.16281558965948897
DistanceAssoGenes	1	Epithelial	DFFA	Adipocyte	NA	0.19769393068743477
DistanceAssoGenes	1	Epithelial	IRX6	Adipocyte	NA	0.2101551343980131
DistanceAssoGenes	1	Epithelial	EXOSC6	Adipocyte	NA	0.21511845923726103
DistanceAssoGenes	1	Epithelial	SSC4D	Adipocyte	NA	0.19151752786644283
DistanceAssoGenes	1	Epithelial	LYG1	Adipocyte	NA	0.18550201413593384
DistanceAssoGenes	1	Epithelial	RASGRP3	Adipocyte	NA	0.1905649801199349
DistanceAssoGenes	1	Epithelial	NAPG	Adipocyte	NA	0.22022156356916192
DistanceAssoGenes	1	Epithelial	MED25	Adipocyte	NA	0.19828262358807536
DistanceAssoGenes	1	Epithelial	AXL	Adipocyte	NA	0.1927853734223008
DistanceAssoGenes	1	Epithelial	TMEM69	Adipocyte	NA	0.19246187056555972
DistanceAssoGenes	1	Epithelial	RNF168	Adipocyte	NA	0.19865050570009765
DistanceAssoGenes	1	Epithelial	RNF144A	Adipocyte	NA	0.1745918771115411
DistanceAssoGenes	1	Epithelial	BRAT1	Adipocyte	NA	0.1815661035490743
DistanceAssoGenes	1	Epithelial	ANKRD9	Adipocyte	NA	0.17810090224469638
DistanceAssoGenes	1	Epithelial	PLA2G12A	Adipocyte	NA	0.19763547261091147
DistanceAssoGenes	1	Epithelial	CHMP4C	Adipocyte	NA	0.21198920513586286
DistanceAssoGenes	1	Epithelial	IZUMO1	Adipocyte	NA	0.20574180546917942
DistanceAssoGenes	1	Epithelial	IFNAR2	Adipocyte	NA	0.2072669167120501
DistanceAssoGenes	1	Epithelial	MS4A14	Adipocyte	NA	0.2107859012098864
DistanceAssoGenes	1	Epithelial	PI4KA	Adipocyte	NA	0.18925454430687597
DistanceAssoGenes	1	Epithelial	ANKRD24	Adipocyte	NA	0.1702349401676892
DistanceAssoGenes	1	Epithelial	CYP4A11	Adipocyte	NA	0.19845190588365602
DistanceAssoGenes	1	Epithelial	ANKRD20A4	Adipocyte	NA	0.19864638348518518
DistanceAssoGenes	1	Epithelial	STX8	Adipocyte	NA	0.19162573039015857
DistanceAssoGenes	1	Epithelial	OXNAD1	Adipocyte	NA	0.20681836339677254
DistanceAssoGenes	1	Epithelial	ZMAT4	Adipocyte	NA	0.18550076696322038
DistanceAssoGenes	1	Epithelial	AP3M2	Adipocyte	NA	0.18771642125957677
ExprAssoGenes	1	Epithelial	RNF224	Adipocyte	CPT1B	0.4284681937136321
ExprAssoGenes	1	Epithelial	SLC30A9	Adipocyte	FAM208A	0.4284681937136321
ExprAssoGenes	1	Epithelial	CD300LG	Adipocyte	THBS4	0.4284681937136321
ExprAssoGenes	1	Epithelial	PIGC	Adipocyte	ACVR1B	0.4284681937136321
ExprAssoGenes	1	Epithelial	DAB1	Adipocyte	ZNF208	0.4284681937136321
ExprAssoGenes	1	Epithelial	SEPT5	Adipocyte	ABCA8	0.4284681937136321
ExprAssoGenes	1	Epithelial	RABIF	Adipocyte	PPFIA2	0.4284681937136321
ExprAssoGenes	1	Epithelial	FANCG	Adipocyte	CAPN1	0.4284681937136321
ExprAssoGenes	1	Epithelial	TMED9	Adipocyte	HSDL2	0.4284681937136321
ExprAssoGenes	1	Epithelial	ZNF396	Adipocyte	URAD	0.4284681937136321
ExprAssoGenes	1	Epithelial	TRIM58	Adipocyte	LIN52	0.4284681937136321
ExprAssoGenes	1	Epithelial	NTNG1	Adipocyte	ISG15	0.4284681937136321
ExprAssoGenes	1	Epithelial	SMIM19	Adipocyte	SEMA6C	0.4284681937136321
ExprAssoGenes	1	Epithelial	TMEM263	Adipocyte	ZNF169	0.4284681937136321
ExprAssoGenes	1	Epithelial	WDR93	Adipocyte	CCAR2	0.4284681937136321
ExprAssoGenes	1	Epithelial	ANKRD65	Adipocyte	DMRT2	0.4284681937136321
ExprAssoGenes	1	Epithelial	USP20	Adipocyte	FIBP	0.4284681937136321
ExprAssoGenes	1	Epithelial	FCER2	Adipocyte	LRRC34	0.4284681937136321
ExprAssoGenes	1	Epithelial	HACD4	Adipocyte	CENPBD1	0.4284681937136321
ExprAssoGenes	1	Epithelial	MOCS2	Adipocyte	WDR25	0.4284681937136321
ExprAssoGenes	1	Epithelial	TMEM170B	Adipocyte	CLDN20	0.4284681937136321
ExprAssoGenes	1	Epithelial	DHX8	Adipocyte	KANSL2	0.4284681937136321
ExprAssoGenes	1	Epithelial	OR52N4	Adipocyte	PLEKHM1	0.4284681937136321
ExprAssoGenes	1	Epithelial	RIC8A	Adipocyte	EEF2KMT	0.4284681937136321
ExprAssoGenes	1	Epithelial	USH1C	Adipocyte	BTBD9	0.4284681937136321
ExprAssoGenes	1	Epithelial	MMP27	Adipocyte	TLDC1	0.4284681937136321
ExprAssoGenes	1	Epithelial	CDK15	Adipocyte	ZBTB1	0.4284681937136321
ExprAssoGenes	1	Epithelial	OR2L13	Adipocyte	WRB	0.4284681937136321
ExprAssoGenes	1	Epithelial	NDUFS5	Adipocyte	SERPINF1	0.4284681937136321
ExprAssoGenes	1	Epithelial	PRMT6	Adipocyte	SRRT	0.4284681937136321
ExprAssoGenes	1	Epithelial	DENND4C	Adipocyte	NUP107	0.4284681937136321
ExprAssoGenes	1	Epithelial	TMEM128	Adipocyte	TMED4	0.4284681937136321
ExprAssoGenes	1	Epithelial	CPVL	Adipocyte	LRRFIP2	0.4284681937136321
ExprAssoGenes	1	Epithelial	HDLBP	Adipocyte	CLEC2B	0.4284681937136321
ExprAssoGenes	1	Epithelial	ZNF426	Adipocyte	EEFSEC	0.4284681937136321
ExprAssoGenes	1	Epithelial	ZMIZ2	Adipocyte	TPSB2	0.4284681937136321
ExprAssoGenes	1	Epithelial	SLC25A38	Adipocyte	POLI	0.4284681937136321
ExprAssoGenes	1	Epithelial	KCNN2	Adipocyte	RAPGEF5	0.4284681937136321
ExprAssoGenes	1	Epithelial	KCNC4	Adipocyte	TTLL12	0.4284681937136321
ExprAssoGenes	1	Epithelial	IL34	Adipocyte	C6orf48	0.4284681937136321
ExprAssoGenes	1	Epithelial	ZNF202	Adipocyte	MCOLN2	0.4284681937136321
ExprAssoGenes	1	Epithelial	RNGTT	Adipocyte	KCNMA1	0.4284681937136321
ExprAssoGenes	1	Epithelial	RHOQ	Adipocyte	NUDT18	0.4284681937136321
ExprAssoGenes	1	Epithelial	ARSB	Adipocyte	TSC22D1	0.4284681937136321
ExprAssoGenes	1	Epithelial	WDR27	Adipocyte	RAPGEF3	0.4284681937136321
ExprAssoGenes	1	Epithelial	PI4KA	Adipocyte	ADGRL4	0.4284681937136321
ExprAssoGenes	1	Epithelial	TNFRSF8	Adipocyte	AQP6	0.4284681937136321
ExprAssoGenes	1	Epithelial	YPEL3	Adipocyte	GOSR1	0.4284681937136321
ExprAssoGenes	1	Epithelial	MSLNL	Adipocyte	NUP43	0.4284681937136321
ExprAssoGenes	1	Epithelial	LRRC56	Adipocyte	FAM184A	0.4284681937136321
ExprAssoGenes	1	Epithelial	GSTM2	Adipocyte	RSPH4A	0.4284681937136321
ExprAssoGenes	1	Epithelial	G6PC3	Adipocyte	UQCRFS1	0.4284681937136321
ExprAssoGenes	1	Epithelial	SLC7A5	Adipocyte	SRGAP1	0.4284681937136321
ExprAssoGenes	1	Epithelial	ZNF681	Adipocyte	NIPSNAP1	0.4284681937136321
ExprAssoGenes	1	Epithelial	GVQW2	Adipocyte	GSTM3	0.4284681937136321
ExprAssoGenes	1	Epithelial	SPPL2B	Adipocyte	CMTM6	0.4284681937136321
ExprAssoGenes	1	Epithelial	TXNL1	Adipocyte	ZNF394	0.4284681937136321
ExprAssoGenes	1	Epithelial	MMAB	Adipocyte	KLHL36	0.4284681937136321
ExprAssoGenes	1	Epithelial	STAC	Adipocyte	CCDC7	0.4284681937136321
ExprAssoGenes	1	Epithelial	SPDL1	Adipocyte	RAB3GAP2	0.4284681937136321
ExprAssoGenes	1	Epithelial	SFT2D1	Adipocyte	CCR7	0.4284681937136321
ExprAssoGenes	1	Epithelial	DDX51	Adipocyte	DGCR6	0.4284681937136321
ExprAssoGenes	1	Epithelial	FAM200B	Adipocyte	WDR63	0.4284681937136321
ExprAssoGenes	1	Epithelial	ASIC3	Adipocyte	KANSL1	0.4284681937136321
ExprAssoGenes	1	Epithelial	ST13	Adipocyte	FUBP1	0.4284681937136321
ExprAssoGenes	1	Epithelial	AADAC	Adipocyte	AP3B2	0.4284681937136321
ExprAssoGenes	1	Epithelial	IQCA1L	Adipocyte	NKX6-1	0.4284681937136321
ExprAssoGenes	1	Epithelial	HMOX2	Adipocyte	ADRA2B	0.4284681937136321
ExprAssoGenes	1	Epithelial	PIGN	Adipocyte	TPPP3	0.4284681937136321
ExprAssoGenes	1	Epithelial	LRRC8B	Adipocyte	CCDC114	0.4284681937136321
ExprAssoGenes	1	Epithelial	SMAD4	Adipocyte	ZDHHC4	0.4284681937136321
ExprAssoGenes	1	Epithelial	MRO	Adipocyte	GPR17	0.4284681937136321
ExprAssoGenes	1	Epithelial	AKAP11	Adipocyte	FAM228A	0.4284681937136321
ExprAssoGenes	1	Epithelial	STIL	Adipocyte	IQCG	0.4284681937136321
ExprAssoGenes	1	Epithelial	C1QTNF9B	Adipocyte	KCTD10	0.4284681937136321
